"EmployeeID";"NationalIDNumber";"ContactID";"ManagerID";"Title";"BirthDate";"MaritalStatus";"Gender";"HireDate";"SalariedFlag";"CurrentFlag"
93;"769680433";1147;51;"Production Technician - WC40";"1962-07-15 00:00:00";"M";"M";"1999-02-06 00:00:00";"0";"1"
94;"60517918";1249;139;"Accounts Receivable Specialist";"1966-03-26 00:00:00";"S";"F";"1999-02-07 00:00:00";"0";"1"
95;"431859843";1190;74;"Production Technician - WC50";"1969-04-29 00:00:00";"S";"M";"1999-02-07 00:00:00";"0";"1"
96;"621209647";1233;44;"Scheduling Assistant";"1971-12-08 00:00:00";"M";"M";"1999-02-08 00:00:00";"0";"1"
97;"420023788";1131;173;"Production Technician - WC30";"1979-12-08 00:00:00";"S";"M";"1999-02-08 00:00:00";"0";"1"
98;"199546871";1174;197;"Production Technician - WC45";"1977-03-13 00:00:00";"M";"M";"1999-02-09 00:00:00";"0";"1"
99;"830150469";1158;87;"Production Technician - WC40";"1981-02-04 00:00:00";"S";"M";"1999-02-11 00:00:00";"0";"1"
100;"322160340";1099;143;"Production Technician - WC20";"1964-10-24 00:00:00";"M";"M";"1999-02-12 00:00:00";"0";"1"
101;"827686041";1201;14;"Production Technician - WC50";"1967-03-07 00:00:00";"S";"M";"1999-02-12 00:00:00";"0";"1"
102;"671089628";1260;42;"Application Specialist";"1971-07-28 00:00:00";"M";"M";"1999-02-12 00:00:00";"1";"1"
103;"231203233";1244;140;"Assistant to the Chief Financial Officer";"1954-07-23 00:00:00";"S";"M";"1999-02-13 00:00:00";"0";"1"
104;"204035155";1195;74;"Production Technician - WC50";"1963-02-25 00:00:00";"M";"M";"1999-02-13 00:00:00";"0";"1"
105;"992874797";1142;210;"Production Technician - WC40";"1977-03-13 00:00:00";"M";"F";"1999-02-13 00:00:00";"0";"1"
106;"767955365";1034;6;"Marketing Specialist";"1952-10-14 00:00:00";"M";"F";"1999-02-13 00:00:00";"0";"1"
107;"342607223";1185;38;"Production Technician - WC50";"1968-06-07 00:00:00";"M";"M";"1999-02-14 00:00:00";"0";"1"
108;"45615666";1228;21;"Production Supervisor - WC20";"1975-02-20 00:00:00";"M";"M";"1999-02-15 00:00:00";"0";"1"
109;"295847284";1287;0;"Chief Executive Officer";"1959-03-02 00:00:00";"S";"M";"1999-02-15 00:00:00";"1";"1"
110;"733022683";1126;135;"Production Technician - WC30";"1979-01-08 00:00:00";"S";"M";"1999-02-15 00:00:00";"0";"1"
111;"381772114";1271;41;"Quality Assurance Technician";"1976-05-31 00:00:00";"S";"M";"1999-02-16 00:00:00";"0";"1"
112;"187369436";1169;159;"Production Technician - WC45";"1962-08-25 00:00:00";"S";"F";"1999-02-16 00:00:00";"0";"1"
113;"364818297";1110;184;"Production Technician - WC30";"1976-11-24 00:00:00";"M";"M";"1999-02-17 00:00:00";"0";"1"
114;"658797903";1051;158;"Research and Development Engineer";"1969-02-21 00:00:00";"M";"F";"1999-02-17 00:00:00";"1";"1"
115;"886023130";1094;108;"Production Technician - WC20";"1980-12-05 00:00:00";"M";"M";"1999-02-18 00:00:00";"0";"1"
116;"749211824";1144;210;"Production Technician - WC40";"1977-10-07 00:00:00";"M";"M";"1999-02-18 00:00:00";"0";"1"
117;"643805155";1255;42;"Database Administrator";"1965-06-17 00:00:00";"S";"M";"1999-02-18 00:00:00";"1";"1"
118;"92096924";1196;14;"Production Technician - WC50";"1979-09-10 00:00:00";"S";"F";"1999-02-19 00:00:00";"0";"1"
119;"72636981";1035;6;"Marketing Specialist";"1969-07-19 00:00:00";"M";"F";"1999-02-19 00:00:00";"0";"1"
120;"563680513";1180;38;"Production Technician - WC50";"1981-07-01 00:00:00";"S";"F";"1999-02-21 00:00:00";"0";"1"
121;"584205124";1282;85;"Shipping and Receiving Clerk";"1963-12-13 00:00:00";"M";"M";"1999-02-21 00:00:00";"0";"1"
122;"458159238";1223;7;"Production Technician - WC60";"1963-09-28 00:00:00";"S";"M";"1999-02-22 00:00:00";"0";"1"
123;"712885347";1062;21;"Production Supervisor - WC45";"1967-02-16 00:00:00";"M";"M";"1999-02-22 00:00:00";"0";"1"
124;"87268837";1121;184;"Production Technician - WC30";"1977-08-15 00:00:00";"S";"M";"1999-02-22 00:00:00";"0";"1"
125;"969985265";1105;182;"Production Technician - WC20";"1969-08-02 00:00:00";"M";"F";"1999-02-23 00:00:00";"0";"1"
126;"539490372";1164;123;"Production Technician - WC45";"1979-01-17 00:00:00";"M";"M";"1999-02-23 00:00:00";"0";"1"
127;"242381745";1266;90;"Document Control Assistant";"1977-04-12 00:00:00";"S";"M";"1999-02-23 00:00:00";"0";"1"
128;"929666391";1254;42;"Database Administrator";"1966-02-06 00:00:00";"M";"M";"1999-02-23 00:00:00";"1";"1"
129;"948320468";1207;16;"Production Technician - WC60";"1969-10-26 00:00:00";"S";"M";"1999-02-24 00:00:00";"0";"1"
130;"931190412";1250;139;"Accounts Receivable Specialist";"1974-10-22 00:00:00";"S";"M";"1999-02-25 00:00:00";"0";"1"
131;"153288994";1191;74;"Production Technician - WC50";"1961-09-30 00:00:00";"M";"M";"1999-02-26 00:00:00";"0";"1"
132;"981495526";1234;44;"Scheduling Assistant";"1978-01-22 00:00:00";"M";"M";"1999-02-27 00:00:00";"0";"1"
133;"363996959";1132;173;"Production Technician - WC30";"1972-07-28 00:00:00";"S";"M";"1999-02-27 00:00:00";"0";"1"
134;"585408256";1116;184;"Production Technician - WC30";"1976-02-06 00:00:00";"S";"M";"1999-02-28 00:00:00";"0";"1"
135;"386315192";1057;21;"Production Supervisor - WC30";"1971-09-19 00:00:00";"S";"F";"1999-02-28 00:00:00";"0";"1"
136;"167554340";1175;197;"Production Technician - WC45";"1980-12-02 00:00:00";"M";"F";"1999-02-28 00:00:00";"0";"1"
137;"410742000";1202;16;"Production Technician - WC60";"1979-10-30 00:00:00";"M";"F";"1999-03-02 00:00:00";"0";"1"
138;"746201340";1143;210;"Production Technician - WC40";"1967-03-14 00:00:00";"S";"M";"1999-03-02 00:00:00";"0";"1"
139;"30845";1245;140;"Accounts Manager";"1973-08-08 00:00:00";"M";"M";"1999-03-03 00:00:00";"1";"1"
140;"184188301";1288;109;"Chief Financial Officer";"1966-02-06 00:00:00";"M";"F";"1999-03-04 00:00:00";"1";"1"
141;"398737566";1186;38;"Production Technician - WC50";"1964-06-03 00:00:00";"S";"M";"1999-03-04 00:00:00";"0";"1"
142;"764853868";1127;135;"Production Technician - WC30";"1973-11-20 00:00:00";"M";"M";"1999-03-04 00:00:00";"0";"1"
143;"319472946";1229;21;"Production Supervisor - WC20";"1967-05-08 00:00:00";"M";"M";"1999-03-05 00:00:00";"0";"1"
144;"456839592";1170;159;"Production Technician - WC45";"1975-04-01 00:00:00";"S";"M";"1999-03-06 00:00:00";"0";"1"
145;"131471224";1272;41;"Quality Assurance Technician";"1979-04-29 00:00:00";"M";"M";"1999-03-06 00:00:00";"0";"1"
146;"259388196";1111;184;"Production Technician - WC30";"1979-02-09 00:00:00";"M";"M";"1999-03-06 00:00:00";"0";"1"
147;"812797414";1100;143;"Production Technician - WC20";"1967-11-06 00:00:00";"S";"F";"1999-03-07 00:00:00";"0";"1"
148;"519899904";1052;109;"Vice President of Production";"1973-02-07 00:00:00";"S";"M";"1999-03-07 00:00:00";"1";"1"
149;"314747499";1261;42;"Application Specialist";"1978-04-14 00:00:00";"S";"M";"1999-03-07 00:00:00";"1";"1"
150;"858323870";1256;42;"Network Manager";"1974-04-26 00:00:00";"S";"F";"1999-03-08 00:00:00";"1";"1"
151;"25011600";1095;108;"Production Technician - WC20";"1977-12-23 00:00:00";"M";"F";"1999-03-08 00:00:00";"0";"1"
152;"436757988";1138;210;"Production Technician - WC40";"1979-12-12 00:00:00";"S";"M";"1999-03-09 00:00:00";"0";"1"
153;"652535724";1197;14;"Production Technician - WC50";"1978-08-07 00:00:00";"M";"F";"1999-03-09 00:00:00";"0";"1"
154;"416679555";1240;30;"Human Resources Administrative Assistant";"1967-05-19 00:00:00";"S";"M";"1999-03-10 00:00:00";"0";"1"
155;"377784364";1165;123;"Production Technician - WC45";"1980-05-14 00:00:00";"M";"M";"1999-03-12 00:00:00";"0";"1"
156;"66073987";1224;7;"Production Technician - WC60";"1966-03-13 00:00:00";"S";"M";"1999-03-12 00:00:00";"0";"1"
157;"999440576";1210;16;"Production Technician - WC60";"1967-02-11 00:00:00";"M";"M";"1999-03-12 00:00:00";"0";"1"
158;"134969118";1049;3;"Research and Development Manager";"1977-03-27 00:00:00";"M";"M";"1999-03-12 00:00:00";"1";"1"
159;"551834634";1063;21;"Production Supervisor - WC45";"1980-06-24 00:00:00";"S";"M";"1999-03-12 00:00:00";"0";"1"
160;"305522471";1106;182;"Production Technician - WC20";"1976-05-06 00:00:00";"M";"M";"1999-03-13 00:00:00";"0";"1"
161;"260770918";1267;90;"Document Control Assistant";"1966-01-25 00:00:00";"M";"F";"1999-03-13 00:00:00";"0";"1"
162;"788456780";1208;16;"Production Technician - WC60";"1974-09-01 00:00:00";"M";"M";"1999-03-14 00:00:00";"0";"1"
163;"370581729";1188;74;"Production Technician - WC50";"1976-04-21 00:00:00";"S";"M";"1999-03-14 00:00:00";"0";"1"
164;"603686790";1047;274;"Buyer";"1974-09-18 00:00:00";"S";"M";"1999-03-14 00:00:00";"0";"1"
165;"152085091";1192;74;"Production Technician - WC50";"1968-07-27 00:00:00";"M";"M";"1999-03-15 00:00:00";"0";"1"
166;"663843431";1251;139;"Accounts Payable Specialist";"1967-03-18 00:00:00";"M";"M";"1999-03-15 00:00:00";"0";"1"
167;"227319668";1133;173;"Production Technician - WC30";"1978-11-18 00:00:00";"M";"F";"1999-03-16 00:00:00";"0";"1"
168;"578953538";1159;87;"Production Technician - WC40";"1963-09-05 00:00:00";"S";"M";"1999-03-17 00:00:00";"0";"1"
169;"222400012";1176;38;"Production Technician - WC50";"1961-07-14 00:00:00";"M";"M";"1999-03-17 00:00:00";"0";"1"
170;"470689086";1235;44;"Scheduling Assistant";"1974-04-30 00:00:00";"M";"M";"1999-03-17 00:00:00";"0";"1"
171;"860123571";1117;184;"Production Technician - WC30";"1975-10-25 00:00:00";"M";"M";"1999-03-18 00:00:00";"0";"1"
172;"273260055";1160;87;"Production Technician - WC40";"1980-11-07 00:00:00";"S";"M";"1999-03-19 00:00:00";"0";"1"
173;"578935259";1058;21;"Production Supervisor - WC30";"1979-03-02 00:00:00";"S";"M";"1999-03-19 00:00:00";"0";"1"
174;"752513276";1219;18;"Production Technician - WC60";"1981-05-07 00:00:00";"S";"M";"1999-03-19 00:00:00";"0";"1"
175;"754372876";1203;16;"Production Technician - WC60";"1977-07-11 00:00:00";"M";"F";"1999-03-20 00:00:00";"0";"1"
176;"58317344";1262;42;"Application Specialist";"1968-06-19 00:00:00";"S";"F";"1999-03-20 00:00:00";"1";"1"
177;"404159499";1101;143;"Production Technician - WC20";"1975-01-09 00:00:00";"S";"M";"1999-03-20 00:00:00";"0";"1"
178;"363910111";1246;139;"Accountant";"1966-02-04 00:00:00";"M";"F";"1999-03-22 00:00:00";"1";"1"
179;"599942664";1187;38;"Production Technician - WC50";"1980-09-04 00:00:00";"M";"M";"1999-03-22 00:00:00";"0";"1"
180;"993310268";1128;135;"Production Technician - WC30";"1967-10-15 00:00:00";"M";"M";"1999-03-23 00:00:00";"0";"1"
181;"20244403";1171;197;"Production Technician - WC45";"1959-10-19 00:00:00";"S";"F";"1999-03-24 00:00:00";"0";"1"
182;"862951447";1230;21;"Production Supervisor - WC20";"1974-12-20 00:00:00";"S";"F";"1999-03-24 00:00:00";"0";"1"
183;"551346974";1112;184;"Production Technician - WC30";"1972-03-14 00:00:00";"M";"M";"1999-03-25 00:00:00";"0";"1"
184;"60114406";1056;21;"Production Supervisor - WC30";"1973-07-23 00:00:00";"S";"M";"1999-03-25 00:00:00";"0";"1"
185;"33237992";1053;21;"Production Supervisor - WC10";"1978-10-08 00:00:00";"S";"M";"1999-03-26 00:00:00";"0";"1"
186;"1300049";1155;87;"Production Technician - WC40";"1976-05-10 00:00:00";"M";"F";"1999-03-26 00:00:00";"0";"1"
187;"10708100";1198;14;"Production Technician - WC50";"1961-08-24 00:00:00";"S";"M";"1999-03-27 00:00:00";"0";"1"
188;"672243793";1257;150;"Network Administrator";"1970-06-29 00:00:00";"S";"M";"1999-03-27 00:00:00";"0";"1"
189;"63761469";1096;108;"Production Technician - WC20";"1964-10-06 00:00:00";"S";"F";"1999-03-27 00:00:00";"0";"1"
190;"693168613";1139;210;"Production Technician - WC40";"1971-06-29 00:00:00";"M";"M";"1999-03-28 00:00:00";"0";"1"
191;"476980013";1241;30;"Human Resources Administrative Assistant";"1966-05-18 00:00:00";"S";"M";"1999-03-29 00:00:00";"0";"1"
192;"334834274";1182;38;"Production Technician - WC50";"1979-07-17 00:00:00";"S";"M";"1999-03-29 00:00:00";"0";"1"
193;"399658727";1166;159;"Production Technician - WC45";"1978-04-15 00:00:00";"S";"M";"1999-03-30 00:00:00";"0";"1"
194;"500412746";1225;7;"Production Technician - WC60";"1976-02-11 00:00:00";"M";"M";"1999-03-30 00:00:00";"0";"1"
195;"652779496";1284;85;"Stocker";"1975-06-05 00:00:00";"M";"M";"1999-03-30 00:00:00";"0";"1"
196;"878395493";1123;135;"Production Technician - WC30";"1972-10-19 00:00:00";"M";"M";"1999-03-30 00:00:00";"0";"1"
197;"332349500";1064;21;"Production Supervisor - WC45";"1970-08-19 00:00:00";"S";"F";"1999-03-30 00:00:00";"0";"1"
198;"792847334";1048;274;"Buyer";"1964-09-21 00:00:00";"M";"M";"1999-04-01 00:00:00";"0";"1"
199;"621932914";1107;182;"Production Technician - WC20";"1966-01-21 00:00:00";"S";"M";"1999-04-01 00:00:00";"0";"1"
200;"398223854";1268;148;"Quality Assurance Manager";"1967-11-27 00:00:00";"S";"M";"1999-04-01 00:00:00";"1";"1"
201;"519756660";1252;139;"Accounts Payable Specialist";"1969-04-09 00:00:00";"M";"F";"1999-04-02 00:00:00";"0";"1"
202;"912141525";1193;74;"Production Technician - WC50";"1980-02-26 00:00:00";"M";"F";"1999-04-03 00:00:00";"0";"1"
203;"243322160";1032;6;"Marketing Specialist";"1976-03-07 00:00:00";"M";"M";"1999-04-03 00:00:00";"0";"1"
204;"568626529";1115;184;"Production Technician - WC30";"1972-04-24 00:00:00";"S";"M";"1999-04-04 00:00:00";"0";"1"
205;"301435199";1134;173;"Production Technician - WC30";"1973-06-13 00:00:00";"M";"F";"1999-04-04 00:00:00";"0";"1"
206;"368691270";1236;44;"Scheduling Assistant";"1974-09-12 00:00:00";"M";"M";"1999-04-04 00:00:00";"0";"1"
207;"211789056";1177;38;"Production Technician - WC50";"1977-07-07 00:00:00";"S";"F";"1999-04-05 00:00:00";"0";"1"
208;"63179277";1220;18;"Production Technician - WC60";"1966-03-14 00:00:00";"S";"M";"1999-04-06 00:00:00";"0";"1"
209;"587567941";1118;184;"Production Technician - WC30";"1964-12-16 00:00:00";"S";"M";"1999-04-06 00:00:00";"0";"1"
210;"634335025";1059;21;"Production Supervisor - WC40";"1973-03-31 00:00:00";"M";"F";"1999-04-06 00:00:00";"0";"1"
211;"65848458";1161;123;"Production Technician - WC45";"1978-10-26 00:00:00";"S";"M";"1999-04-07 00:00:00";"0";"1"
212;"260805477";1263;90;"Control Specialist";"1977-06-26 00:00:00";"M";"M";"1999-04-07 00:00:00";"0";"1"
213;"442121106";1204;16;"Production Technician - WC60";"1976-09-07 00:00:00";"S";"M";"1999-04-08 00:00:00";"0";"1"
214;"300946911";1102;143;"Production Technician - WC20";"1977-01-08 00:00:00";"S";"F";"1999-04-08 00:00:00";"0";"1"
215;"440379437";1145;210;"Production Technician - WC40";"1978-06-11 00:00:00";"M";"M";"1999-04-09 00:00:00";"0";"1"
216;"480951955";1247;139;"Accountant";"1969-08-01 00:00:00";"S";"M";"1999-04-09 00:00:00";"1";"1"
